saccver,sname,staxonomy,sstrain,typestrain
NR_041123.1,Streptomyces xantholiticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13354,True
NR_041122.1,Streptomyces calvus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13200,True
NR_041121.1,Streptomyces bobili,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13199,True
NR_041120.1,Streptomyces roseofulvus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13194,True
NR_041118.1,Streptomyces kurssanovii,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13192,True
NR_041117.1,Streptomyces exfoliatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13191,True
NR_041116.1,Streptomyces violarus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13104,True
NR_041115.1,Streptomyces violaceus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13103,True
NR_041114.1,Streptomyces violaceorectus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13102,True
NR_041113.1,Streptomyces umbrinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces phaeochromogene,NBRC 13091,True
NR_041112.1,Streptomyces termitum,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13087,True
NR_041111.1,Streptomyces sparsogenes,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13086,True
NR_041109.1,Streptomyces polychromogenes,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13072,True
NR_041108.1,Streptomyces olivaceoviridis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13066,True
NR_041107.1,Streptomyces noboritoensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13065,True
NR_041106.1,Streptomyces nashvillensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13064,True
NR_041105.1,Streptomyces malachitofuscus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13059,True
NR_041104.1,Streptomyces lincolnensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13054,True
NR_041103.1,Streptomyces intermedius,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13049,True
NR_041102.1,Streptomyces griseoloalbus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13046,True
NR_041101.1,Streptomyces fumanus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13042,True
NR_041099.1,Streptomyces flavidovirens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13039,True
NR_041098.1,Streptomyces corchorusii,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13032,True
NR_041097.1,Streptomyces cinnabarinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13028,True
NR_041096.1,Streptomyces bottropensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13023,True
NR_041095.1,Streptomyces albidoflavus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group,NBRC 13010,True
NR_041094.1,Streptomyces roseiscleroticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13002,True
NR_041093.1,Streptomyces rubiginosohelvolus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12912,True
NR_041092.1,Streptomyces roseoviridis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12911,True
NR_041091.1,Streptomyces rochei,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces rochei group,NBRC 12908,True
NR_041090.1,Streptomyces pseudovenezuelae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group,NBRC 12904,True
NR_041089.1,Streptomyces melanogenes,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12890,True
NR_041088.1,Streptomyces matensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces althioticus group,NBRC 12889,True
NR_041086.1,Streptomyces griseoruber,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12873,True
NR_041085.1,Streptomyces canus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group,NBRC 12872,True
NR_041084.1,Streptomyces griseofuscus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12870,True
NR_041083.1,Streptomyces filipinensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12860,True
NR_041082.1,Streptomyces chromofuscus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12851,True
NR_041081.1,Streptomyces aurantiogriseus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12842,True
NR_041080.1,Streptomyces antimycoticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12839,True
NR_041079.1,Streptomyces ambofaciens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12836,True
NR_041078.1,Streptomyces virginiae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12827,True
NR_041077.1,Streptomyces rutgersensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces diastaticus group,NBRC 12819,True
NR_041076.1,Streptomyces roseolus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12816,True
NR_041075.1,Streptomyces roseolilacinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12815,True
NR_041074.1,Streptomyces recifensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12813,True
NR_041073.1,Streptomyces pilosus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12807,True
NR_041072.1,Streptomyces murinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12799,True
NR_041070.1,Streptomyces massasporeus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12796,True
NR_041069.1,Streptomyces litmocidini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12792,True
NR_041068.1,Streptomyces hawaiiensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12784,True
NR_041067.1,Streptomyces griseostramineus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12781,True
NR_041066.1,Streptomyces griseorubens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces althioticus group,NBRC 12780,True
NR_041065.1,Streptomyces griseomycini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12778,True
NR_041064.1,Streptomyces filamentosus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12767,True
NR_041063.1,Streptomyces collinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12759,True
NR_041062.1,Streptomyces anulatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12755,True
NR_041060.1,Streptomyces ochraceiscleroticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12394,True
NR_041059.1,Streptomyces cuspidosporus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12378,True
NR_041058.1,Streptomyces cinereus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12247,True
NR_041057.1,Flavobacterium frigidimaris,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,KUC-1,True
NR_041055.1,Streptococcus orisuis,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,NUM 1001,True
NR_041053.1,Catenulispora rubra,Bacteria; Actinomycetota; Actinomycetes; Catenulisporales; Catenulisporaceae; Catenulispora,Aac-30,True
NR_041052.1,Flavobacterium granuli,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium,Kw05,True
NR_041051.1,Paenibacillus hodogayensis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus,SG,True
NR_041048.1,Gluconobacter cerinus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter,NBRC 3267,True
NR_041047.1,Gluconobacter albidus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter,NBRC 3250,True
NR_041046.1,Novosphingobium naphthalenivorans,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium,TUT562,True
NR_041045.1,Plantibacter auratus,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Plantibacter,IAM 14817,True
NR_041044.1,Stutzerimonas xanthomarina,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Stutzerimonas,KMM 1447,True
NR_041043.1,Lishizhenia caseinilytica,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Crocinitomicaceae; Lishizhenia,UST040201-001,True
NR_041042.1,Myroides pelagicus,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Myroides,SM1,True
NR_041041.1,Fangia hongkongensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Fastidiosibacteraceae; Fangia,UST040201-002,True
NR_041040.1,Pseudovibrio ascidiaceicola,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Stappiaceae; Pseudovibrio,F423,True
NR_041039.1,Azotobacter vinelandii,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azotobacter,IAM 15004,True
NR_041038.1,Azotobacter salinestris,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azotobacter,ATCC 49674,True
NR_041037.1,Azotobacter armeniacus,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azotobacter,DSM 2284,True
NR_041036.1,Azomonas macrocytogenes,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azomonas,IAM 15003,True
NR_041035.1,Azotobacter chroococcum,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azotobacter,IAM 12666,True
NR_041034.1,Azomonas agilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Azomonas,NCIMB 11693,True
NR_041032.1,Methylobacterium brachiatum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylobacterium,B0021,True
NR_041031.1,Methylorubrum zatmanii,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylorubrum,DSM 5688,True
NR_041030.1,Methylorubrum suomiense,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylorubrum,NCIMB 13778,True
NR_041029.1,Methylorubrum rhodinum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylorubrum,DSM 2163,True
NR_041028.1,Methylorubrum rhodesianum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylorubrum,DSM 5687,True
NR_041027.1,Methylobacterium organophilum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylobacterium,ATCC 27886,True
NR_041026.1,Methylobacterium mesophilicum,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylobacterium,DSM 1708,True
NR_041025.1,Methylorubrum aminovorans,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylorubrum,JCM 8240,True
NR_041021.1,Microbulbifer variabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Microbulbiferaceae; Microbulbifer,Ni-2088,True
NR_041020.1,Cellulomonas composti,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Cellulomonadaceae; Cellulomonas,TR7-06,True
NR_041019.1,Stenotrophomonas koreensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas,TR6-01,True
NR_041018.1,Sphingomonas soli,Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,T5-04,True
NR_041017.1,Azonexus caeni,Bacteria; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Azonexaceae; Azonexus,Slu-05,True
NR_041016.1,Phenylobacterium koreense,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium,Slu-01,True
NR_041015.1,Castellaniella caeni,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Castellaniella,Ho-11,True
NR_041014.1,Lysobacter koreensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,Dae16,True
NR_041013.1,Starkeya koreensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Starkeya,Jip08,True
NR_041012.1,Komagataeibacter nataicola,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Komagataeibacter,LMG 1536,True
NR_041011.1,Comamonas badia,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas,IAM 14839,True
NR_041010.1,Nocardia anaemiae,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 0323,True
NR_041008.1,Gordonia effusa,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia,IFM 10200,True
NR_041005.1,Lysobacter gummosus,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,KCTC 12132,True
NR_041004.1,Lysobacter brunescens,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,KCTC 12130,True
NR_041003.1,Lysobacter concretionis,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,Ko07,True
NR_041002.1,Pleomorphomonas oryzae,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Pleomorphomonadaceae; Pleomorphomonas,F-7,True
NR_041001.1,Microbulbifer agarilyticus,Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Microbulbiferaceae; Microbulbifer,JAMB A3,True
NR_041000.1,Pelotomaculum propionicicum,Bacteria; Bacillota; Clostridia; Eubacteriales; Desulfotomaculaceae; Pelotomaculum,MGP,True
NR_040997.1,Pleomorphomonas koreensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Pleomorphomonadaceae; Pleomorphomonas,Y9,True
NR_040996.1,Nocardia concava,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 0354,True
NR_040994.1,Nocardia thailandica,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 10145,True
NR_040993.1,Nocardia vermiculata,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 0391,True
NR_040989.1,Microbulbifer thermotolerans,Bacteria; Pseudomonadota; Gammaproteobacteria; Cellvibrionales; Microbulbiferaceae; Microbulbifer,JAMB A94,True
NR_040987.1,Cupriavidus pinatubonensis,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus,1245,True
NR_040986.1,Thiovirga sulfuroxydans,Bacteria; Pseudomonadota; Gammaproteobacteria; Chromatiales; Halothiobacillaceae; Thiovirga,SO07,True
NR_040984.1,Brevibacillus borstelensis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,DSM 6347,True
NR_040983.1,Brevibacillus agri,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,DSM 6348,True
NR_040982.1,Brevibacillus reuszeri,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,DSM 9887,True
NR_040981.1,Brevibacillus parabrevis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,IFO 12334,True
NR_040980.1,Brevibacillus choshinensis,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,DSM 8552,True
NR_040979.1,Brevibacillus formosus,Bacteria; Bacillota; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus,DSM 9885,True
NR_040978.1,Asanoa iriomotensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Asanoa,TT 97-02,True
NR_040976.1,Desulfopila aestuarii,Bacteria; Thermodesulfobacteriota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae; Desulfopila,MSL86,True
NR_040974.1,Dyella japonica,Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella,XD53,True
NR_040972.1,Levilinea saccharolytica,Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; Levilinea,KIBI-1,True
NR_040971.1,Leptolinea tardivitalis,Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; Leptolinea,YMTK-2,True
NR_040970.1,Anaerolinea thermolimosa,Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea,IMO-1,True
NR_040967.1,Actinocatenispora thailandica,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Actinocatenispora,TT2-10,True
NR_040966.1,Tepidanaerobacter syntrophicus,Bacteria; Bacillota; Clostridia; Thermosediminibacterales; Tepidanaerobacteraceae; Tepidanaerobacter,JL,True
NR_040965.1,Chromohalobacter japonicus,Bacteria; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter,43,True
NR_040963.1,Cupriavidus numazuensis,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus,TE26,True
NR_040962.1,Sporolactobacillus inulinus,Bacteria; Bacillota; Bacilli; Bacillales; Sporolactobacillaceae; Sporolactobacillus,IFO 13595,True
NR_040961.1,Ureibacillus thermosphaericus,Bacteria; Bacillota; Bacilli; Bacillales; Planococcaceae; Ureibacillus,DSM 10633,True
NR_040960.1,Gracilibacillus dipsosauri,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Gracilibacillus,DSM 11125,True
NR_040956.1,Lactococcus lactis,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,NCDO 2181,True
NR_040954.1,Lactococcus cremoris,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,NCDO 607,True
NR_040953.1,Sphingobacterium multivorum,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium,IAM 14316,True
NR_040951.1,Shewanella kaireitica,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,c931,True
NR_040950.1,Shewanella surugensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,c959,True
